campaign_Id,client_id,numbers_contacts,contacts_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
Id236,235,1,300,999,0,True,False,2022-05-06
Id237,236,1,136,999,0,True,False,2022-05-19
Id238,237,2,125,999,0,True,False,2022-05-24
Id239,238,2,189,999,0,True,False,2022-05-04
Id240,239,3,213,999,0,True,False,2022-05-02
Id241,240,2,238,999,0,True,False,2022-05-10
Id242,241,1,124,999,0,True,False,2022-05-04
Id243,242,1,18,999,0,True,False,2022-05-02
Id244,243,2,730,999,0,True,False,2022-05-17
Id245,244,1,40,999,0,True,False,2022-05-11
Id246,245,2,181,999,0,True,False,2022-05-16
Id247,246,1,79,999,0,True,False,2022-05-20
Id248,247,2,142,999,0,True,False,2022-05-06
Id249,248,1,389,999,0,True,False,2022-05-10
Id250,249,1,702,999,0,True,False,2022-05-24
Id251,250,1,151,999,0,True,False,2022-05-23
Id252,251,1,211,999,0,True,False,2022-05-07
Id253,252,1,117,999,0,True,False,2022-05-26
Id254,253,3,232,999,0,True,False,2022-05-24
Id255,254,2,408,999,0,True,False,2022-05-08
Id256,255,3,370,999,0,True,False,2022-05-15
Id257,256,2,179,999,0,True,False,2022-05-06
Id258,257,1,46,999,0,True,False,2022-05-01
Id259,258,1,200,999,0,True,False,2022-05-22
Id260,259,1,50,999,0,True,False,2022-05-04
Id261,260,1,181,999,0,True,False,2022-05-07
Id262,261,1,119,999,0,True,False,2022-05-26
Id263,262,1,361,999,0,True,False,2022-05-17
Id264,263,3,73,999,0,True,False,2022-05-16
Id265,264,2,67,999,0,True,False,2022-05-24
Id266,265,1,350,999,0,True,False,2022-05-10
Id267,266,2,150,999,0,True,False,2022-05-18
Id268,267,2,332,999,0,True,False,2022-05-09
Id269,268,2,611,999,0,True,False,2022-05-13
Id270,269,3,58,999,0,True,False,2022-05-25
Id271,270,1,151,999,0,True,False,2022-05-26
Id272,271,2,89,999,0,True,False,2022-05-10
Id273,272,1,152,999,0,True,False,2022-05-05
Id274,273,2,611,999,0,True,False,2022-05-25
Id275,274,2,110,999,0,True,False,2022-05-28
Id276,275,1,463,999,0,True,False,2022-05-16
Id277,276,1,962,999,0,True,False,2022-05-08
Id278,277,2,102,999,0,True,False,2022-05-22
Id279,278,4,10,999,0,True,False,2022-05-04
Id280,279,3,118,999,0,True,False,2022-05-31
Id281,280,2,92,999,0,True,False,2022-05-04
Id282,281,3,143,999,0,True,False,2022-05-10
Id283,282,3,189,999,0,True,False,2022-05-09
Id284,283,2,75,999,0,True,False,2022-05-18
Id285,284,2,189,999,0,True,False,2022-05-28
Id286,285,2,55,999,0,True,False,2022-05-11
Id287,286,3,935,999,0,True,True,2022-05-31
Id288,287,2,56,999,0,True,False,2022-05-25
Id289,288,2,5,999,0,True,False,2022-05-15
Id290,289,2,225,999,0,True,False,2022-05-23
Id291,290,2,125,999,0,True,False,2022-05-07
Id292,291,2,286,999,0,True,False,2022-05-09
Id293,292,2,206,999,0,True,False,2022-05-15
Id294,293,2,164,999,0,True,False,2022-05-16
Id295,294,2,98,999,0,True,False,2022-05-05
Id296,295,2,446,999,0,True,False,2022-05-03
Id297,296,2,742,999,0,True,False,2022-05-31
Id298,297,2,120,999,0,True,False,2022-05-06
Id299,298,3,122,999,0,True,False,2022-05-13
Id300,299,4,362,999,0,True,False,2022-05-25
Id301,300,2,357,999,0,True,False,2022-05-19
Id302,301,2,200,999,0,True,False,2022-05-27
Id303,302,2,107,999,0,True,False,2022-05-05
Id304,303,2,267,999,0,True,False,2022-05-13
Id305,304,2,248,999,0,True,False,2022-05-22
Id306,305,2,215,999,0,True,False,2022-05-08
Id307,306,2,209,999,0,True,False,2022-05-22
Id308,307,2,205,999,0,True,False,2022-05-15
Id309,308,3,261,999,0,True,False,2022-05-09
Id310,309,2,83,999,0,True,False,2022-05-20
Id311,310,3,106,999,0,True,False,2022-05-13
Id312,311,2,106,999,0,True,False,2022-05-27
Id313,312,2,108,999,0,True,False,2022-05-28
Id314,313,2,214,999,0,True,False,2022-05-17
Id315,314,2,358,999,0,True,False,2022-05-09
Id316,315,2,453,999,0,True,False,2022-05-07
Id317,316,2,364,999,0,True,False,2022-05-13
Id318,317,2,136,999,0,True,False,2022-05-19
Id319,318,2,173,999,0,True,False,2022-05-20
Id320,319,2,241,999,0,True,False,2022-05-07
Id321,320,3,224,999,0,True,False,2022-05-22
Id322,321,2,148,999,0,True,False,2022-05-31
Id323,322,2,230,999,0,True,False,2022-05-10
Id324,323,3,199,999,0,True,False,2022-05-15
Id325,324,2,196,999,0,True,False,2022-05-10
Id326,325,4,111,999,0,True,False,2022-05-23
Id327,326,3,231,999,0,True,False,2022-05-01
Id328,327,3,316,999,0,True,False,2022-05-16
Id329,328,2,240,999,0,True,False,2022-05-27
Id330,329,3,669,999,0,True,False,2022-05-21
Id331,330,2,425,999,0,True,False,2022-05-31
Id332,331,2,121,999,0,True,False,2022-05-09
Id333,332,5,174,999,0,True,False,2022-05-30
Id334,333,5,88,999,0,True,False,2022-05-07
Id335,334,3,313,999,0,True,False,2022-05-01
Id336,335,4,135,999,0,True,False,2022-05-28
Id337,336,2,152,999,0,True,False,2022-05-27
Id338,337,3,402,999,0,True,False,2022-05-29
Id339,338,2,221,999,0,True,False,2022-05-19
Id340,339,2,213,999,0,True,False,2022-05-10
Id341,340,3,144,999,0,True,False,2022-05-05
Id342,341,3,158,999,0,True,False,2022-05-11
Id343,342,3,220,999,0,True,False,2022-05-22
Id344,343,2,325,999,0,True,False,2022-05-26
Id345,344,2,254,999,0,True,False,2022-05-02
Id346,345,2,503,999,0,True,False,2022-05-24
Id347,346,2,680,999,0,True,False,2022-05-26
Id348,347,4,421,999,0,True,False,2022-05-25
Id349,348,3,130,999,0,True,False,2022-05-23
Id350,349,2,164,999,0,True,False,2022-05-03
Id351,350,3,174,999,0,True,False,2022-05-06
Id352,351,2,113,999,0,True,False,2022-05-01
Id353,352,2,195,999,0,True,False,2022-05-22
Id354,353,3,347,999,0,True,False,2022-05-01
Id355,354,2,208,999,0,True,False,2022-05-20
Id356,355,4,404,999,0,True,False,2022-05-07
Id357,356,2,396,999,0,True,False,2022-05-02
Id358,357,2,98,999,0,True,False,2022-05-21
Id359,358,3,229,999,0,True,False,2022-05-28
Id360,359,2,350,999,0,True,False,2022-05-27
Id361,360,3,88,999,0,True,False,2022-05-16
Id362,361,2,379,999,0,True,False,2022-05-30
Id363,362,3,168,999,0,True,False,2022-05-08
Id364,363,3,190,999,0,True,False,2022-05-22
Id365,364,1,158,999,0,True,False,2022-05-24
Id366,365,1,210,999,0,True,False,2022-05-05
Id367,366,1,102,999,0,True,False,2022-05-24
Id368,367,1,306,999,0,True,False,2022-05-08
Id369,368,1,64,999,0,True,False,2022-05-26
Id370,369,1,218,999,0,True,False,2022-05-12
Id371,370,1,77,999,0,True,False,2022-05-02
Id372,371,1,54,999,0,True,False,2022-05-04
Id373,372,1,344,999,0,True,False,2022-05-01
Id374,373,1,195,999,0,True,False,2022-05-16
Id375,374,1,202,999,0,True,False,2022-05-16
Id376,375,1,286,999,0,True,False,2022-05-21
Id377,376,1,278,999,0,True,False,2022-05-11
Id378,377,1,189,999,0,True,False,2022-05-01
Id379,378,1,83,999,0,True,False,2022-05-28
Id380,379,1,18,999,0,True,False,2022-05-26
Id381,380,2,184,999,0,True,False,2022-05-18
Id382,381,1,235,999,0,True,False,2022-05-13
Id383,382,1,290,999,0,True,False,2022-05-21
Id384,383,1,133,999,0,True,False,2022-05-24
Id385,384,1,318,999,0,True,False,2022-05-08
Id386,385,1,437,999,0,True,False,2022-05-07
Id387,386,1,402,999,0,True,False,2022-05-13
Id388,387,4,501,999,0,True,False,2022-05-31
Id389,388,1,1201,999,0,True,True,2022-05-02
Id390,389,1,1030,999,0,True,True,2022-05-10
Id391,390,1,253,999,0,True,False,2022-05-03
Id392,391,1,149,999,0,True,False,2022-05-29
Id393,392,1,144,999,0,True,False,2022-05-10
Id394,393,1,69,999,0,True,False,2022-05-24
Id395,394,1,243,999,0,True,False,2022-05-23
Id396,395,2,769,999,0,True,False,2022-05-06
Id397,396,3,135,999,0,True,False,2022-05-03
Id398,397,1,231,999,0,True,False,2022-05-04
Id399,398,2,442,999,0,True,False,2022-05-17
Id400,399,1,199,999,0,True,False,2022-05-05
Id401,400,1,455,999,0,True,False,2022-05-22
Id402,401,1,152,999,0,True,False,2022-05-21
Id403,402,1,124,999,0,True,False,2022-05-23
Id404,403,1,424,999,0,True,False,2022-05-19
Id405,404,1,43,999,0,True,False,2022-05-16
Id406,405,1,154,999,0,True,False,2022-05-04
Id407,406,1,393,999,0,True,False,2022-05-26
Id408,407,2,203,999,0,True,False,2022-05-03
Id409,408,2,140,999,0,True,False,2022-05-23
Id410,409,1,326,999,0,True,False,2022-05-30
Id411,410,1,483,999,0,True,False,2022-05-03
Id412,411,1,259,999,0,True,False,2022-05-12
Id413,412,1,227,999,0,True,False,2022-05-01
Id414,413,1,673,999,0,True,False,2022-05-01
Id415,414,1,576,999,0,True,False,2022-05-23
Id416,415,2,180,999,0,True,False,2022-05-24
Id417,416,1,90,999,0,True,False,2022-05-18
Id418,417,1,505,999,0,True,False,2022-05-22
Id419,418,1,245,999,0,True,False,2022-05-03
Id420,419,1,186,999,0,True,False,2022-05-23
Id421,420,1,208,999,0,True,False,2022-05-05
Id422,421,1,623,999,0,True,False,2022-05-30
Id423,422,1,180,999,0,True,False,2022-05-08
Id424,423,3,496,999,0,True,False,2022-05-11
Id425,424,1,118,999,0,True,False,2022-05-20
Id426,425,2,102,999,0,True,False,2022-05-16
Id427,426,1,342,999,0,True,False,2022-05-09
Id428,427,1,225,999,0,True,False,2022-05-01
Id429,428,3,185,999,0,True,False,2022-05-03
Id430,429,1,276,999,0,True,False,2022-05-12
Id431,430,1,87,999,0,True,False,2022-05-29
Id432,431,1,744,999,0,True,False,2022-05-13
Id433,432,1,262,999,0,True,False,2022-05-22
Id434,433,1,271,999,0,True,False,2022-05-25
Id435,434,1,141,999,0,True,False,2022-05-26
Id436,435,2,198,999,0,True,False,2022-05-05
Id437,436,1,150,999,0,True,False,2022-05-13
Id438,437,1,241,999,0,True,False,2022-05-22
Id439,438,1,196,999,0,True,False,2022-05-18
Id440,439,1,149,999,0,True,False,2022-05-18
Id441,440,1,264,999,0,True,False,2022-05-11
Id442,441,1,246,999,0,True,False,2022-05-22
Id443,442,2,309,999,0,True,False,2022-05-27
Id444,443,1,140,999,0,True,False,2022-05-20
Id445,444,1,175,999,0,True,False,2022-05-13
Id446,445,1,136,999,0,True,False,2022-05-07
Id447,446,1,1623,999,0,True,True,2022-05-29
Id448,447,1,50,999,0,True,False,2022-05-16
Id449,448,1,101,999,0,True,False,2022-05-15
Id450,449,1,144,999,0,True,False,2022-05-09
Id451,450,1,238,999,0,True,False,2022-05-17
Id452,451,1,354,999,0,True,False,2022-05-13
Id453,452,2,451,999,0,True,False,2022-05-07
Id454,453,1,159,999,0,True,False,2022-05-23
Id455,454,1,170,999,0,True,False,2022-05-19
Id456,455,1,243,999,0,True,False,2022-05-30
Id457,456,2,141,999,0,True,False,2022-05-03
Id458,457,1,112,999,0,True,False,2022-05-08
Id459,458,2,262,999,0,True,False,2022-05-01
Id460,459,1,53,999,0,True,False,2022-05-09
Id461,460,1,134,999,0,True,False,2022-05-25
Id462,461,4,204,999,0,True,False,2022-05-21
Id463,462,1,678,999,0,True,False,2022-05-22
Id464,463,1,182,999,0,True,False,2022-05-18
Id465,464,1,162,999,0,True,False,2022-05-26
Id466,465,1,177,999,0,True,False,2022-05-05
Id467,466,1,27,999,0,True,False,2022-05-12
Id468,467,3,699,999,0,True,False,2022-05-20
Id469,468,1,358,999,0,True,False,2022-05-13
Id470,469,1,1677,999,0,True,True,2022-05-18
Id471,470,1,529,999,0,True,False,2022-05-10
Id472,471,1,310,999,0,True,False,2022-05-04
Id473,472,1,47,999,0,True,False,2022-05-11
Id474,473,1,379,999,0,True,False,2022-05-16
Id475,474,2,30,999,0,True,False,2022-05-30
Id476,475,1,472,999,0,True,False,2022-05-22
Id477,476,1,113,999,0,True,False,2022-05-06
Id478,477,1,114,999,0,True,False,2022-05-27
Id479,478,1,116,999,0,True,False,2022-05-03
Id480,479,1,448,999,0,True,False,2022-05-23
Id481,480,1,264,999,0,True,False,2022-05-05
Id482,481,1,169,999,0,True,False,2022-05-16
Id483,482,1,145,999,0,True,False,2022-05-04
Id484,483,1,288,999,0,True,False,2022-05-24
Id485,484,1,381,999,0,True,False,2022-05-31
Id486,485,2,176,999,0,True,False,2022-05-30
Id487,486,1,215,999,0,True,False,2022-05-02
Id488,487,1,278,999,0,True,False,2022-05-06
Id489,488,2,188,999,0,True,False,2022-05-02
Id490,489,2,174,999,0,True,False,2022-05-06
Id491,490,2,226,999,0,True,False,2022-05-18
Id492,491,2,111,999,0,True,False,2022-05-17
Id493,492,2,157,999,0,True,False,2022-05-10
Id494,493,1,46,999,0,True,False,2022-05-28
Id495,494,1,49,999,0,True,False,2022-05-29
Id496,495,1,374,999,0,True,False,2022-05-16
Id497,496,1,349,999,0,True,False,2022-05-01
Id498,497,1,325,999,0,True,False,2022-05-16
Id499,498,2,233,999,0,True,False,2022-05-10
Id500,499,1,531,999,0,True,False,2022-05-02
Id501,500,1,153,999,0,True,False,2022-05-19
Id502,501,1,80,999,0,True,False,2022-05-04
Id503,502,1,198,999,0,True,False,2022-05-25
Id504,503,1,568,999,0,True,False,2022-05-08
Id505,504,1,918,999,0,True,True,2022-05-31
Id506,505,1,82,999,0,True,False,2022-05-10
Id507,506,3,198,999,0,True,False,2022-05-10
Id508,507,1,211,999,0,True,False,2022-05-11
Id509,508,1,120,999,0,True,False,2022-05-12
Id510,509,1,269,999,0,True,False,2022-05-25
Id511,510,1,128,999,0,True,False,2022-05-09
Id512,511,2,166,999,0,True,False,2022-05-17
Id513,512,1,211,999,0,True,False,2022-05-19
Id514,513,1,369,999,0,True,False,2022-05-11
Id515,514,1,91,999,0,True,False,2022-05-21
Id516,515,2,267,999,0,True,False,2022-05-04
Id517,516,1,198,999,0,True,False,2022-05-28
Id518,517,2,371,999,0,True,False,2022-05-08
Id519,518,2,288,999,0,True,False,2022-05-11
Id520,519,1,221,999,0,True,False,2022-05-08
Id521,520,1,427,999,0,True,False,2022-05-01
Id522,521,1,310,999,0,True,False,2022-05-23
Id523,522,1,158,999,0,True,False,2022-05-04
Id524,523,1,198,999,0,True,False,2022-05-19
Id525,524,1,145,999,0,True,False,2022-05-02
Id526,525,1,247,999,0,True,False,2022-05-04
Id527,526,1,102,999,0,True,False,2022-05-07
Id528,527,2,179,999,0,True,False,2022-05-06
Id529,528,1,73,999,0,True,False,2022-05-16
Id530,529,2,263,999,0,True,False,2022-05-22
Id531,530,2,342,999,0,True,False,2022-05-07
Id532,531,1,41,999,0,True,False,2022-05-25
Id533,532,1,13,999,0,True,False,2022-05-16
Id534,533,2,79,999,0,True,False,2022-05-03
Id535,534,1,358,999,0,True,False,2022-05-29
Id536,535,1,162,999,0,True,False,2022-05-20
Id537,536,1,150,999,0,True,False,2022-05-30
Id538,537,1,26,999,0,True,False,2022-05-23
Id539,538,1,250,999,0,True,False,2022-05-29
Id540,539,1,792,999,0,True,False,2022-05-09
Id541,540,1,146,999,0,True,False,2022-05-23
Id542,541,1,440,999,0,True,False,2022-05-26
Id543,542,1,289,999,0,True,False,2022-05-18
Id544,543,2,242,999,0,True,False,2022-05-29
Id545,544,1,123,999,0,True,False,2022-05-25
Id546,545,2,161,999,0,True,False,2022-05-01
Id547,546,2,268,999,0,True,False,2022-05-28
Id548,547,2,259,999,0,True,False,2022-05-03
Id549,548,1,26,999,0,True,False,2022-05-25
Id550,549,1,153,999,0,True,False,2022-05-03
Id551,550,2,424,999,0,True,False,2022-05-04
Id552,551,1,375,999,0,True,False,2022-05-22
Id553,552,2,179,999,0,True,False,2022-05-11
Id554,553,1,383,999,0,True,False,2022-05-14
